"pxcor","pycor","pcolor","plabel","plabel-color"
"-36","64","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"-35","64","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"-34","64","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"-33","64","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-32","64","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"-31","64","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"-30","64","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"-29","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-28","64","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"-27","64","[42.5 167.5 42.5]","""""","9.9"
"-26","64","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-25","64","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"-24","64","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-23","64","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-22","64","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-21","64","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"-20","64","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"-19","64","[127.5 202.5 127.5]","""""","9.9"
"-18","64","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"-17","64","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"-16","64","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-15","64","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-14","64","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-13","64","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"-12","64","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-11","64","[42.5 167.5 42.5]","""""","9.9"
"-10","64","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"-9","64","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-8","64","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"-7","64","[44.63573259700212 168.3794193046479 44.63573259700212]","""""","9.9"
"-6","64","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-5","64","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"-4","64","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-3","64","[93.16482150039192 188.3619853236908 93.16482150039192]","""""","9.9"
"-2","64","[100.29766485278898 191.29903846879546 100.29766485278898]","""""","9.9"
"-1","64","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"0","64","[106.25 193.75 106.25]","""""","9.9"
"1","64","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"2","64","[100.29766485278898 191.29903846879546 100.29766485278898]","""""","9.9"
"3","64","[93.16482150039192 188.3619853236908 93.16482150039192]","""""","9.9"
"4","64","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"5","64","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"6","64","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"7","64","[44.63573259700212 168.3794193046479 44.63573259700212]","""""","9.9"
"8","64","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"9","64","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"10","64","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"11","64","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"12","64","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"13","64","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"14","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"15","64","[140.56524784839178 207.8798079375731 140.56524784839178]","""""","9.9"
"16","64","[14.583694396573804 156.00505063388334 14.583694396573804]","""""","9.9"
"17","64","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"18","64","[42.5 167.5 42.5]","""""","9.9"
"19","64","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"20","64","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"21","64","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"22","64","[79.76801091124943 182.84565155169093 79.76801091124943]","""""","9.9"
"23","64","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"24","64","[85 185 85]","""""","9.9"
"25","64","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"26","64","[79.76801091124943 182.84565155169093 79.76801091124943]","""""","9.9"
"27","64","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"28","64","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"29","64","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"30","64","[42.5 167.5 42.5]","""""","9.9"
"31","64","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"32","64","[14.583694396573804 156.00505063388334 14.583694396573804]","""""","9.9"
"33","64","[85 185 85]","""""","9.9"
"34","64","[106.25 193.75 106.25]","""""","9.9"
"35","64","[127.5 202.5 127.5]","""""","9.9"
"36","64","[148.75 211.25 148.75]","""""","9.9"
"37","64","[170 220 170]","""""","9.9"
"38","64","[191.25 228.75 191.25]","""""","9.9"
"39","64","[212.5 237.5 212.5]","""""","9.9"
"40","64","[233.75 246.25 233.75]","""""","9.9"
"41","64","9.9","""""","9.9"
"42","64","[233.75 246.25 233.75]","""""","9.9"
"43","64","[212.5 237.5 212.5]","""""","9.9"
"44","64","[191.25 228.75 191.25]","""""","9.9"
"45","64","[170 220 170]","""""","9.9"
"46","64","[148.75 211.25 148.75]","""""","9.9"
"47","64","[127.5 202.5 127.5]","""""","9.9"
"48","64","[106.25 193.75 106.25]","""""","9.9"
"49","64","[85 185 85]","""""","9.9"
"50","64","[63.75 176.25 63.75]","""""","9.9"
"51","64","[42.5 167.5 42.5]","""""","9.9"
"52","64","[21.25 158.75 21.25]","""""","9.9"
"53","64","[0 150 0]","""""","9.9"
"54","64","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"55","64","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"56","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"57","64","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"58","64","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"59","64","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"60","64","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"61","64","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"62","64","[42.5 167.5 42.5]","""""","9.9"
"63","64","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"64","64","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"-64","63","[53.404799164265796 171.99021142058004 53.404799164265796]","""""","9.9"
"-63","63","[45.711771711832796 168.82249423428408 45.711771711832796]","""""","9.9"
"-62","63","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"-61","63","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-60","63","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"-59","63","[44.63573259700212 168.3794193046479 44.63573259700212]","""""","9.9"
"-58","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-57","63","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"-56","63","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-55","63","[93.16482150039192 188.3619853236908 93.16482150039192]","""""","9.9"
"-54","63","[100.29766485278898 191.29903846879546 100.29766485278898]","""""","9.9"
"-53","63","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"-52","63","[106.25 193.75 106.25]","""""","9.9"
"-51","63","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"-50","63","[100.29766485278898 191.29903846879546 100.29766485278898]","""""","9.9"
"-49","63","[93.16482150039192 188.3619853236908 93.16482150039192]","""""","9.9"
"-48","63","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-47","63","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"-46","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-45","63","[44.63573259700212 168.3794193046479 44.63573259700212]","""""","9.9"
"-44","63","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"-43","63","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-42","63","[20.28607838477072 158.35309109961148 20.28607838477072]","""""","9.9"
"-41","63","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"-40","63","[62.57306581457988 175.7653800412976 62.57306581457988]","""""","9.9"
"-39","63","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-38","63","[6.27512689720794 152.5838757812033 6.27512689720794]","""""","9.9"
"-37","63","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"-36","63","[45.711771711832796 168.82249423428408 45.711771711832796]","""""","9.9"
"-35","63","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"-34","63","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-33","63","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-32","63","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"-31","63","[134.79184719828692 205.50252531694167 134.79184719828692]","""""","9.9"
"-30","63","[148.75 211.25 148.75]","""""","9.9"
"-29","63","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"-28","63","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"-27","63","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"-26","63","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"-25","63","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-24","63","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"-23","63","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"-22","63","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"-21","63","[140.56524784839178 207.8798079375731 140.56524784839178]","""""","9.9"
"-20","63","[146.64583533615334 210.38357925606314 146.64583533615334]","""""","9.9"
"-19","63","[148.75 211.25 148.75]","""""","9.9"
"-18","63","[146.64583533615334 210.38357925606314 146.64583533615334]","""""","9.9"
"-17","63","[140.56524784839178 207.8798079375731 140.56524784839178]","""""","9.9"
"-16","63","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"-15","63","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"-14","63","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"-13","63","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-12","63","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"-11","63","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"-10","63","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-9","63","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"-8","63","[42.5 167.5 42.5]","""""","9.9"
"-7","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-6","63","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"-5","63","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-4","63","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-3","63","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-2","63","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"-1","63","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"0","63","[127.5 202.5 127.5]","""""","9.9"
"1","63","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"2","63","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"3","63","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"4","63","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"5","63","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"6","63","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"7","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"8","63","[42.5 167.5 42.5]","""""","9.9"
"9","63","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"10","63","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"11","63","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"12","63","[6.27512689720794 152.5838757812033 6.27512689720794]","""""","9.9"
"13","63","[164.8438853987152 217.87689398770627 164.8438853987152]","""""","9.9"
"14","63","[148.75 211.25 148.75]","""""","9.9"
"15","63","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"16","63","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"17","63","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"18","63","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"19","63","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"20","63","[45.711771711832796 168.82249423428408 45.711771711832796]","""""","9.9"
"21","63","[53.404799164265796 171.99021142058004 53.404799164265796]","""""","9.9"
"22","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"23","63","[62.57306581457988 175.7653800412976 62.57306581457988]","""""","9.9"
"24","63","[63.75 176.25 63.75]","""""","9.9"
"25","63","[62.57306581457988 175.7653800412976 62.57306581457988]","""""","9.9"
"26","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"27","63","[53.404799164265796 171.99021142058004 53.404799164265796]","""""","9.9"
"28","63","[45.711771711832796 168.82249423428408 45.711771711832796]","""""","9.9"
"29","63","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"30","63","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"31","63","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"32","63","[62.57306581457988 175.7653800412976 62.57306581457988]","""""","9.9"
"33","63","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"34","63","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"35","63","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"36","63","[146.64583533615334 210.38357925606314 146.64583533615334]","""""","9.9"
"37","63","[167.38400545562473 218.92282577584547 167.38400545562473]","""""","9.9"
"38","63","[187.80159972142195 227.3300704735267 187.80159972142195]","""""","9.9"
"39","63","[207.48355547812946 235.43440519687684 207.48355547812946]","""""","9.9"
"40","63","[224.94796179957171 242.62563132923543 224.94796179957171]","""""","9.9"
"41","63","[233.75 246.25 233.75]","""""","9.9"
"42","63","[224.94796179957171 242.62563132923543 224.94796179957171]","""""","9.9"
"43","63","[207.48355547812946 235.43440519687684 207.48355547812946]","""""","9.9"
"44","63","[187.80159972142195 227.3300704735267 187.80159972142195]","""""","9.9"
"45","63","[167.38400545562473 218.92282577584547 167.38400545562473]","""""","9.9"
"46","63","[146.64583533615334 210.38357925606314 146.64583533615334]","""""","9.9"
"47","63","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"48","63","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"49","63","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"50","63","[62.57306581457988 175.7653800412976 62.57306581457988]","""""","9.9"
"51","63","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"52","63","[20.28607838477072 158.35309109961148 20.28607838477072]","""""","9.9"
"53","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"54","63","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"55","63","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"56","63","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"57","63","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"58","63","[45.711771711832796 168.82249423428408 45.711771711832796]","""""","9.9"
"59","63","[53.404799164265796 171.99021142058004 53.404799164265796]","""""","9.9"
"60","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"61","63","[62.57306581457988 175.7653800412976 62.57306581457988]","""""","9.9"
"62","63","[63.75 176.25 63.75]","""""","9.9"
"63","63","[62.57306581457988 175.7653800412976 62.57306581457988]","""""","9.9"
"64","63","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-64","62","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"-63","62","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"-62","62","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-61","62","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"-60","62","[42.5 167.5 42.5]","""""","9.9"
"-59","62","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-58","62","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"-57","62","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-56","62","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-55","62","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-54","62","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"-53","62","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"-52","62","[127.5 202.5 127.5]","""""","9.9"
"-51","62","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"-50","62","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"-49","62","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-48","62","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-47","62","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-46","62","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"-45","62","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-44","62","[42.5 167.5 42.5]","""""","9.9"
"-43","62","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"-42","62","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-41","62","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"-40","62","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-39","62","[79.76801091124943 182.84565155169093 79.76801091124943]","""""","9.9"
"-38","62","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-37","62","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"-36","62","[53.404799164265796 171.99021142058004 53.404799164265796]","""""","9.9"
"-35","62","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"-34","62","[93.16482150039192 188.3619853236908 93.16482150039192]","""""","9.9"
"-33","62","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-32","62","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"-31","62","[148.75 211.25 148.75]","""""","9.9"
"-30","62","[6.27512689720794 152.5838757812033 6.27512689720794]","""""","9.9"
"-29","62","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"-28","62","[45.711771711832796 168.82249423428408 45.711771711832796]","""""","9.9"
"-27","62","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"-26","62","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-25","62","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-24","62","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"-23","62","[134.79184719828692 205.50252531694167 134.79184719828692]","""""","9.9"
"-22","62","[148.75 211.25 148.75]","""""","9.9"
"-21","62","[159.96711095625892 215.86881039375368 159.96711095625892]","""""","9.9"
"-20","62","[167.38400545562473 218.92282577584547 167.38400545562473]","""""","9.9"
"-19","62","[170 220 170]","""""","9.9"
"-18","62","[167.38400545562473 218.92282577584547 167.38400545562473]","""""","9.9"
"-17","62","[159.96711095625892 215.86881039375368 159.96711095625892]","""""","9.9"
"-16","62","[148.75 211.25 148.75]","""""","9.9"
"-15","62","[134.79184719828692 205.50252531694167 134.79184719828692]","""""","9.9"
"-14","62","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"-13","62","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-12","62","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-11","62","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"-10","62","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"-9","62","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"-8","62","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"-7","62","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"-6","62","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-5","62","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"-4","62","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"-3","62","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"-2","62","[140.56524784839178 207.8798079375731 140.56524784839178]","""""","9.9"
"-1","62","[146.64583533615334 210.38357925606314 146.64583533615334]","""""","9.9"
"0","62","[148.75 211.25 148.75]","""""","9.9"
"1","62","[146.64583533615334 210.38357925606314 146.64583533615334]","""""","9.9"
"2","62","[140.56524784839178 207.8798079375731 140.56524784839178]","""""","9.9"
"3","62","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"4","62","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"5","62","[104.73980899785863 193.1281566461771 104.73980899785863]","""""","9.9"
"6","62","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"7","62","[72.20058807534417 179.72965391337704 72.20058807534417]","""""","9.9"
"8","62","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"9","62","[36.21785950402622 164.91323626636375 36.21785950402622]","""""","9.9"
"10","62","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"11","62","[167.38400545562473 218.92282577584547 167.38400545562473]","""""","9.9"
"12","62","[159.96711095625892 215.86881039375368 159.96711095625892]","""""","9.9"
"13","62","[148.75 211.25 148.75]","""""","9.9"
"14","62","[134.79184719828692 205.50252531694167 134.79184719828692]","""""","9.9"
"15","62","[118.93360995455197 198.97266292246258 118.93360995455197]","""""","9.9"
"16","62","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"17","62","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"18","62","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"19","62","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"20","62","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"21","62","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"22","62","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"23","62","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"24","62","[42.5 167.5 42.5]","""""","9.9"
"25","62","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"26","62","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"27","62","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"28","62","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"29","62","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"30","62","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"31","62","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"32","62","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"33","62","[79.76801091124943 182.84565155169093 79.76801091124943]","""""","9.9"
"34","62","[100.29766485278898 191.29903846879546 100.29766485278898]","""""","9.9"
"35","62","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"36","62","[140.56524784839178 207.8798079375731 140.56524784839178]","""""","9.9"
"37","62","[159.96711095625892 215.86881039375368 159.96711095625892]","""""","9.9"
"38","62","[178.38203539639022 223.4514263396901 178.38203539639022]","""""","9.9"
"39","62","[194.89592359914346 230.25126265847084 194.89592359914346]","""""","9.9"
"40","62","[207.48355547812946 235.43440519687684 207.48355547812946]","""""","9.9"
"41","62","[212.5 237.5 212.5]","""""","9.9"
"42","62","[207.48355547812946 235.43440519687684 207.48355547812946]","""""","9.9"
"43","62","[194.89592359914346 230.25126265847084 194.89592359914346]","""""","9.9"
"44","62","[178.38203539639022 223.4514263396901 178.38203539639022]","""""","9.9"
"45","62","[159.96711095625892 215.86881039375368 159.96711095625892]","""""","9.9"
"46","62","[140.56524784839178 207.8798079375731 140.56524784839178]","""""","9.9"
"47","62","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"48","62","[100.29766485278898 191.29903846879546 100.29766485278898]","""""","9.9"
